name,slug,ubereats_url,ubereats_status,ubereats_final_url,deliveroo_url,deliveroo_status,deliveroo_final_url,notes
Holycow Juice,holycow-juice,,missing,,https://deliveroo.fr/fr/search?query=Holycow+Juice,broken,https://deliveroo.fr/fr/search?query=Holycow+Juice,Deliveroo: HTTP 404
Honor Café,honor-cafe,,missing,,https://deliveroo.fr/fr/search?query=Honor+Cafe,broken,https://deliveroo.fr/fr/search?query=Honor+Cafe,Deliveroo: HTTP 404
Hula Poke,hula-poke,,missing,,https://deliveroo.fr/fr/search?query=Hula+Poke,broken,https://deliveroo.fr/fr/search?query=Hula+Poke,Deliveroo: HTTP 404
Hummus Bar Paris,hummus-bar-paris,,missing,,https://deliveroo.fr/fr/search?query=Hummus+Bar+Paris,broken,https://deliveroo.fr/fr/search?query=Hummus+Bar+Paris,Deliveroo: HTTP 404
Hyperfit Kitchen,hyperfit-kitchen,,missing,,https://deliveroo.fr/fr/search?query=Hyperfit+Kitchen,broken,https://deliveroo.fr/fr/search?query=Hyperfit+Kitchen,Deliveroo: HTTP 404
Inca Bowl,inca-bowl,,missing,,https://deliveroo.fr/fr/search?query=Inca+Bowl,broken,https://deliveroo.fr/fr/search?query=Inca+Bowl,Deliveroo: HTTP 404
Iron Bowl Madeleine,iron-bowl-madeleine,,missing,,https://deliveroo.fr/fr/search?query=Iron+Bowl+Madeleine,broken,https://deliveroo.fr/fr/search?query=Iron+Bowl+Madeleine,Deliveroo: HTTP 404
Iron Bowl Paris,iron-bowl-paris,,missing,,https://deliveroo.fr/fr/search?query=Iron+Bowl+Paris,broken,https://deliveroo.fr/fr/search?query=Iron+Bowl+Paris,Deliveroo: HTTP 404
Island Poké Châtelet,island-poke-chatelet,,missing,,https://deliveroo.fr/fr/search?query=Island+Poke+Chatelet,broken,https://deliveroo.fr/fr/search?query=Island+Poke+Chatelet,Deliveroo: HTTP 404
Island Poké Saint-Germain,island-poke-saint-germain,,missing,,https://deliveroo.fr/fr/search?query=Island+Poke+Saint-Germain,broken,https://deliveroo.fr/fr/search?query=Island+Poke+Saint-Germain,Deliveroo: HTTP 404
Jah Jah by Le Tricycle,jah-jah-by-le-tricycle,,missing,,https://deliveroo.fr/fr/search?query=Jah+Jah,broken,https://deliveroo.fr/fr/search?query=Jah+Jah,Deliveroo: HTTP 404
Jardin du Thé,jardin-du-the,,missing,,https://deliveroo.fr/fr/search?query=Jardin+du+The,broken,https://deliveroo.fr/fr/search?query=Jardin+du+The,Deliveroo: HTTP 404
Joe & The Juice Châtelet,joe-and-the-juice-chatelet,,missing,,https://deliveroo.fr/fr/search?query=Joe+The+Juice+Chatelet,broken,https://deliveroo.fr/fr/search?query=Joe+The+Juice+Chatelet,Deliveroo: HTTP 404
Joe & The Juice Madeleine,joe-and-the-juice-madeleine,,missing,,https://deliveroo.fr/fr/search?query=Joe+The+Juice+Madeleine,broken,https://deliveroo.fr/fr/search?query=Joe+The+Juice+Madeleine,Deliveroo: HTTP 404
Joe & The Juice Saint-Lazare,joe-and-the-juice-saint-lazare,,missing,,https://deliveroo.fr/fr/search?query=Joe+The+Juice+Saint-Lazare,broken,https://deliveroo.fr/fr/search?query=Joe+The+Juice+Saint-Lazare,Deliveroo: HTTP 404
Joie Végétale,joie-vegetale,,missing,,https://deliveroo.fr/fr/search?query=Joie+Vegetale,broken,https://deliveroo.fr/fr/search?query=Joie+Vegetale,Deliveroo: HTTP 404
Juice Lab Paris,juice-lab-paris,,missing,,https://deliveroo.fr/fr/search?query=Juice+Lab+Paris,broken,https://deliveroo.fr/fr/search?query=Juice+Lab+Paris,Deliveroo: HTTP 404
Kale Brothers,kale-brothers,,missing,,https://deliveroo.fr/fr/search?query=Kale+Brothers,broken,https://deliveroo.fr/fr/search?query=Kale+Brothers,Deliveroo: HTTP 404
Kale Lab Marais,kale-lab-marais,,missing,,https://deliveroo.fr/fr/search?query=Kale+Lab+Marais,broken,https://deliveroo.fr/fr/search?query=Kale+Lab+Marais,Deliveroo: HTTP 404
Karma Bowl,karma-bowl,,missing,,https://deliveroo.fr/fr/search?query=Karma+Bowl,broken,https://deliveroo.fr/fr/search?query=Karma+Bowl,Deliveroo: HTTP 404
KB Cafeshop,kb-cafeshop,,missing,,https://deliveroo.fr/fr/search?query=KB+Cafeshop,broken,https://deliveroo.fr/fr/search?query=KB+Cafeshop,Deliveroo: HTTP 404
Kitchen Light Paris,kitchen-light-paris,,missing,,https://deliveroo.fr/fr/search?query=Kitchen+Light+Paris,broken,https://deliveroo.fr/fr/search?query=Kitchen+Light+Paris,Deliveroo: HTTP 404
Kozy Bosquet,kozy-bosquet,,missing,,https://deliveroo.fr/fr/search?query=Kozy+Bosquet,broken,https://deliveroo.fr/fr/search?query=Kozy+Bosquet,Deliveroo: HTTP 404
Kozy République,kozy-republique,,missing,,https://deliveroo.fr/fr/search?query=Kozy+Republique,broken,https://deliveroo.fr/fr/search?query=Kozy+Republique,Deliveroo: HTTP 404
L'as du Fallafel,las-du-fallafel,,missing,,https://deliveroo.fr/fr/search?query=L%27as+du+Fallafel,broken,https://deliveroo.fr/fr/search?query=L%27as+du+Fallafel,Deliveroo: HTTP 404
La Guinguette d'Angèle,la-guinguette-dangele,,missing,,https://deliveroo.fr/fr/search?query=La+Guinguette+d%27Ang%C3%A8le,broken,https://deliveroo.fr/fr/search?query=La+Guinguette+d%27Ang%C3%A8le,Deliveroo: HTTP 404
La Régularité,la-regularite,,missing,,https://deliveroo.fr/fr/search?query=La+Regularite,broken,https://deliveroo.fr/fr/search?query=La+Regularite,Deliveroo: HTTP 404
La Vegan Diner,la-vegan-diner,,missing,,https://deliveroo.fr/fr/search?query=La+Vegan+Diner,broken,https://deliveroo.fr/fr/search?query=La+Vegan+Diner,Deliveroo: HTTP 404
La Vie Claire Café,la-vie-claire-cafe,,missing,,https://deliveroo.fr/fr/search?query=La+Vie+Claire+Cafe,broken,https://deliveroo.fr/fr/search?query=La+Vie+Claire+Cafe,Deliveroo: HTTP 404
Ladurée Healthy,laduree-healthy,,missing,,https://deliveroo.fr/fr/search?query=Laduree+Healthy,broken,https://deliveroo.fr/fr/search?query=Laduree+Healthy,Deliveroo: HTTP 404
Land&Monkeys,land-and-monkeys,,missing,,https://deliveroo.fr/fr/search?query=Land+Monkeys,broken,https://deliveroo.fr/fr/search?query=Land+Monkeys,Deliveroo: HTTP 404
Lava Poke,lava-poke,,missing,,https://deliveroo.fr/fr/search?query=Lava+Poke,broken,https://deliveroo.fr/fr/search?query=Lava+Poke,Deliveroo: HTTP 404
Le Bal Café,le-bal-cafe,,missing,,https://deliveroo.fr/fr/search?query=Le+Bal+Cafe,broken,https://deliveroo.fr/fr/search?query=Le+Bal+Cafe,Deliveroo: HTTP 404
Le Bichat,le-bichat,,missing,,https://deliveroo.fr/fr/search?query=Le+Bichat,broken,https://deliveroo.fr/fr/search?query=Le+Bichat,Deliveroo: HTTP 404
Le Cube Matcha,le-cube-matcha,,missing,,https://deliveroo.fr/fr/search?query=Le+Cube+Matcha,broken,https://deliveroo.fr/fr/search?query=Le+Cube+Matcha,Deliveroo: HTTP 404
Le Cube Matcha Bastille,le-cube-matcha-bastille,,missing,,https://deliveroo.fr/fr/search?query=Le+Cube+Matcha+Bastille,broken,https://deliveroo.fr/fr/search?query=Le+Cube+Matcha+Bastille,Deliveroo: HTTP 404
Le Marché Paris,le-marche-paris,,missing,,https://deliveroo.fr/fr/search?query=Le+Marche+Paris,broken,https://deliveroo.fr/fr/search?query=Le+Marche+Paris,Deliveroo: HTTP 404
Le Pain Quotidien Bastille,le-pain-quotidien-bastille,,missing,,https://deliveroo.fr/fr/search?query=Le+Pain+Quotidien+Bastille,broken,https://deliveroo.fr/fr/search?query=Le+Pain+Quotidien+Bastille,Deliveroo: HTTP 404
Le Pain Quotidien Champs-Élysées,le-pain-quotidien-champs-elysees,,missing,,https://deliveroo.fr/fr/search?query=Le+Pain+Quotidien+Champs-Elysees,broken,https://deliveroo.fr/fr/search?query=Le+Pain+Quotidien+Champs-Elysees,Deliveroo: HTTP 404
Le Pain Quotidien Marais,le-pain-quotidien-marais,,missing,,https://deliveroo.fr/fr/search?query=Le+Pain+Quotidien+Marais,broken,https://deliveroo.fr/fr/search?query=Le+Pain+Quotidien+Marais,Deliveroo: HTTP 404
Le Pain Quotidien Opéra,le-pain-quotidien-opera,,missing,,https://deliveroo.fr/fr/search?query=Le+Pain+Quotidien+Opera,broken,https://deliveroo.fr/fr/search?query=Le+Pain+Quotidien+Opera,Deliveroo: HTTP 404
Le Pain Quotidien Saint-Sulpice,le-pain-quotidien-saint-sulpice,,missing,,https://deliveroo.fr/fr/search?query=Le+Pain+Quotidien+Saint-Sulpice,broken,https://deliveroo.fr/fr/search?query=Le+Pain+Quotidien+Saint-Sulpice,Deliveroo: HTTP 404
Le Potager de Charlotte,le-potager-de-charlotte,,missing,,https://deliveroo.fr/fr/search?query=Le+Potager+de+Charlotte,broken,https://deliveroo.fr/fr/search?query=Le+Potager+de+Charlotte,Deliveroo: HTTP 404
Le Potager du Marais,le-potager-du-marais,,missing,,https://deliveroo.fr/fr/search?query=Le+Potager+du+Marais,broken,https://deliveroo.fr/fr/search?query=Le+Potager+du+Marais,Deliveroo: HTTP 404
Le Récamier,le-recamier,,missing,,https://deliveroo.fr/fr/search?query=Le+Recamier,broken,https://deliveroo.fr/fr/search?query=Le+Recamier,Deliveroo: HTTP 404
Le Tournesol Vegan,le-tournesol-vegan,,missing,,https://deliveroo.fr/fr/search?query=Le+Tournesol+Vegan,broken,https://deliveroo.fr/fr/search?query=Le+Tournesol+Vegan,Deliveroo: HTTP 404
Le Verger Salad,le-verger-salad,,missing,,https://deliveroo.fr/fr/search?query=Le+Verger+Salad,broken,https://deliveroo.fr/fr/search?query=Le+Verger+Salad,Deliveroo: HTTP 404
Lean Cuisine Paris,lean-cuisine-paris,,missing,,https://deliveroo.fr/fr/search?query=Lean+Cuisine+Paris,broken,https://deliveroo.fr/fr/search?query=Lean+Cuisine+Paris,Deliveroo: HTTP 404
Lean Kitchen Paris,lean-kitchen-paris,,missing,,https://deliveroo.fr/fr/search?query=Lean+Kitchen+Paris,broken,https://deliveroo.fr/fr/search?query=Lean+Kitchen+Paris,Deliveroo: HTTP 404
Lean Lab Paris,lean-lab-paris,,missing,,https://deliveroo.fr/fr/search?query=Lean+Lab+Paris,broken,https://deliveroo.fr/fr/search?query=Lean+Lab+Paris,Deliveroo: HTTP 404
Light Lunch Paris,light-lunch-paris,,missing,,https://deliveroo.fr/fr/search?query=Light+Lunch+Paris,broken,https://deliveroo.fr/fr/search?query=Light+Lunch+Paris,Deliveroo: HTTP 404
Loustic,loustic,,missing,,https://deliveroo.fr/fr/search?query=Loustic,broken,https://deliveroo.fr/fr/search?query=Loustic,Deliveroo: HTTP 404
Loving Hut Marais,loving-hut-marais,,missing,,https://deliveroo.fr/fr/search?query=Loving+Hut+Marais,broken,https://deliveroo.fr/fr/search?query=Loving+Hut+Marais,Deliveroo: HTTP 404
Loving Hut Paris,loving-hut-paris,,missing,,https://deliveroo.fr/fr/search?query=Loving+Hut+Paris,broken,https://deliveroo.fr/fr/search?query=Loving+Hut+Paris,Deliveroo: HTTP 404
Low Carb Lab,low-carb-lab,,missing,,https://deliveroo.fr/fr/search?query=Low+Carb+Lab,broken,https://deliveroo.fr/fr/search?query=Low+Carb+Lab,Deliveroo: HTTP 404
Lumière Brunch,lumiere-brunch,,missing,,https://deliveroo.fr/fr/search?query=Lumiere+Brunch,broken,https://deliveroo.fr/fr/search?query=Lumiere+Brunch,Deliveroo: HTTP 404
Macha Café Protein,macha-cafe-protein,,missing,,https://deliveroo.fr/fr/search?query=Macha+Cafe+Protein,broken,https://deliveroo.fr/fr/search?query=Macha+Cafe+Protein,Deliveroo: HTTP 404
Macro Lab Marais,macro-lab-marais,,missing,,https://deliveroo.fr/fr/search?query=Macro+Lab+Marais,broken,https://deliveroo.fr/fr/search?query=Macro+Lab+Marais,Deliveroo: HTTP 404
Macro Light Paris,macro-light-paris,,missing,,https://deliveroo.fr/fr/search?query=Macro+Light+Paris,broken,https://deliveroo.fr/fr/search?query=Macro+Light+Paris,Deliveroo: HTTP 404
Maisie Café,maisie-cafe,,missing,,https://deliveroo.fr/fr/search?query=Maisie+Caf%C3%A9,broken,https://deliveroo.fr/fr/search?query=Maisie+Caf%C3%A9,Deliveroo: HTTP 404
Maisie Café Bastille,maisie-cafe-bastille,,missing,,https://deliveroo.fr/fr/search?query=Maisie+Cafe+Bastille,broken,https://deliveroo.fr/fr/search?query=Maisie+Cafe+Bastille,Deliveroo: HTTP 404
Maison Plisson,maison-plisson,,missing,,https://deliveroo.fr/fr/search?query=Maison+Plisson,broken,https://deliveroo.fr/fr/search?query=Maison+Plisson,Deliveroo: HTTP 404
Mantra Bowl,mantra-bowl,,missing,,https://deliveroo.fr/fr/search?query=Mantra+Bowl,broken,https://deliveroo.fr/fr/search?query=Mantra+Bowl,Deliveroo: HTTP 404
Marché Saint-Quentin Bio,marche-saint-quentin-bio,,missing,,https://deliveroo.fr/fr/search?query=Marche+Saint-Quentin+Bio,broken,https://deliveroo.fr/fr/search?query=Marche+Saint-Quentin+Bio,Deliveroo: HTTP 404
Marlette Concept Store,marlette-concept-store,,missing,,https://deliveroo.fr/fr/search?query=Marlette+Concept+Store,broken,https://deliveroo.fr/fr/search?query=Marlette+Concept+Store,Deliveroo: HTTP 404
Matamata Coffee Bar,matamata-coffee-bar,,missing,,https://deliveroo.fr/fr/search?query=Matamata+Coffee+Bar,broken,https://deliveroo.fr/fr/search?query=Matamata+Coffee+Bar,Deliveroo: HTTP 404
Matcha Café Wabi,matcha-cafe-wabi,,missing,,https://deliveroo.fr/fr/search?query=Matcha+Cafe+Wabi,broken,https://deliveroo.fr/fr/search?query=Matcha+Cafe+Wabi,Deliveroo: HTTP 404
Matcha House Marais,matcha-house-marais,,missing,,https://deliveroo.fr/fr/search?query=Matcha+House+Marais,broken,https://deliveroo.fr/fr/search?query=Matcha+House+Marais,Deliveroo: HTTP 404
Matcha Mochi,matcha-mochi,,missing,,https://deliveroo.fr/fr/search?query=Matcha+Mochi,broken,https://deliveroo.fr/fr/search?query=Matcha+Mochi,Deliveroo: HTTP 404
Mediterranean Bowl,mediterranean-bowl,,missing,,https://deliveroo.fr/fr/search?query=Mediterranean+Bowl,broken,https://deliveroo.fr/fr/search?query=Mediterranean+Bowl,Deliveroo: HTTP 404
Miznon Marais,miznon-marais,,missing,,https://deliveroo.fr/fr/search?query=Miznon+Marais,broken,https://deliveroo.fr/fr/search?query=Miznon+Marais,Deliveroo: HTTP 404
Mojo Juice,mojo-juice,,missing,,https://deliveroo.fr/fr/search?query=Mojo+Juice,broken,https://deliveroo.fr/fr/search?query=Mojo+Juice,Deliveroo: HTTP 404
Mokonuts,mokonuts,,missing,,https://deliveroo.fr/fr/search?query=Mokonuts,broken,https://deliveroo.fr/fr/search?query=Mokonuts,Deliveroo: HTTP 404
Mokoy Vegan,mokoy-vegan,,missing,,https://deliveroo.fr/fr/search?query=Mokoy+Vegan,broken,https://deliveroo.fr/fr/search?query=Mokoy+Vegan,Deliveroo: HTTP 404
Mosaïque Bowl,mosaique-bowl,,missing,,https://deliveroo.fr/fr/search?query=Mosaique+Bowl,broken,https://deliveroo.fr/fr/search?query=Mosaique+Bowl,Deliveroo: HTTP 404
Mûre,mure,,missing,,https://deliveroo.fr/fr/search?query=Mure,broken,https://deliveroo.fr/fr/search?query=Mure,Deliveroo: HTTP 404
NamNam Marais,namnam-marais,,missing,,https://deliveroo.fr/fr/search?query=NamNam+Marais,broken,https://deliveroo.fr/fr/search?query=NamNam+Marais,Deliveroo: HTTP 404
NamNam Paris,namnam-paris,,missing,,https://deliveroo.fr/fr/search?query=NamNam+Paris,broken,https://deliveroo.fr/fr/search?query=NamNam+Paris,Deliveroo: HTTP 404
Nanashi,nanashi,,missing,,https://deliveroo.fr/fr/search?query=Nanashi,broken,https://deliveroo.fr/fr/search?query=Nanashi,Deliveroo: HTTP 404
Naturalia Café,naturalia-cafe,,missing,,https://deliveroo.fr/fr/search?query=Naturalia+Cafe,broken,https://deliveroo.fr/fr/search?query=Naturalia+Cafe,Deliveroo: HTTP 404
Naturalia Café Bastille,naturalia-cafe-bastille,,missing,,https://deliveroo.fr/fr/search?query=Naturalia+Cafe+Bastille,broken,https://deliveroo.fr/fr/search?query=Naturalia+Cafe+Bastille,Deliveroo: HTTP 404
Naturalia Le Comptoir Bourse,naturalia-le-comptoir-bourse,,missing,,https://deliveroo.fr/fr/search?query=Naturalia+Le+Comptoir+Bourse,broken,https://deliveroo.fr/fr/search?query=Naturalia+Le+Comptoir+Bourse,Deliveroo: HTTP 404
NoBeef Bistro,nobeef-bistro,,missing,,https://deliveroo.fr/fr/search?query=NoBeef+Bistro,broken,https://deliveroo.fr/fr/search?query=NoBeef+Bistro,Deliveroo: HTTP 404
NoGlu Faubourg,noglu-faubourg,,missing,,https://deliveroo.fr/fr/search?query=NoGlu+Faubourg,broken,https://deliveroo.fr/fr/search?query=NoGlu+Faubourg,Deliveroo: HTTP 404
NoGlu Marais,noglu-marais,,missing,,https://deliveroo.fr/fr/search?query=NoGlu+Marais,broken,https://deliveroo.fr/fr/search?query=NoGlu+Marais,Deliveroo: HTTP 404
Nordic Bowl,nordic-bowl,,missing,,https://deliveroo.fr/fr/search?query=Nordic+Bowl,broken,https://deliveroo.fr/fr/search?query=Nordic+Bowl,Deliveroo: HTTP 404
Ocean Poke République,ocean-poke-republique,,missing,,https://deliveroo.fr/fr/search?query=Ocean+Poke+Republique,broken,https://deliveroo.fr/fr/search?query=Ocean+Poke+Republique,Deliveroo: HTTP 404
Olive & Bowl,olive-and-bowl,,missing,,https://deliveroo.fr/fr/search?query=Olive+et+Bowl,broken,https://deliveroo.fr/fr/search?query=Olive+et+Bowl,Deliveroo: HTTP 404
Organic Republic Paris,organic-republic-paris,,missing,,https://deliveroo.fr/fr/search?query=Organic+Republic+Paris,broken,https://deliveroo.fr/fr/search?query=Organic+Republic+Paris,Deliveroo: HTTP 404
Pacific Poke,pacific-poke,,missing,,https://deliveroo.fr/fr/search?query=Pacific+Poke,broken,https://deliveroo.fr/fr/search?query=Pacific+Poke,Deliveroo: HTTP 404
Performance Plate,performance-plate,,missing,,https://deliveroo.fr/fr/search?query=Performance+Plate,broken,https://deliveroo.fr/fr/search?query=Performance+Plate,Deliveroo: HTTP 404
Petit Plisson,petit-plisson,,missing,,https://deliveroo.fr/fr/search?query=Petit+Plisson,broken,https://deliveroo.fr/fr/search?query=Petit+Plisson,Deliveroo: HTTP 404
Phở Bowl Healthy,pho-bowl-healthy,,missing,,https://deliveroo.fr/fr/search?query=Pho+Bowl+Healthy,broken,https://deliveroo.fr/fr/search?query=Pho+Bowl+Healthy,Deliveroo: HTTP 404
Plant Burger Bastille,plant-burger-bastille,,missing,,https://deliveroo.fr/fr/search?query=Plant+Burger+Bastille,broken,https://deliveroo.fr/fr/search?query=Plant+Burger+Bastille,Deliveroo: HTTP 404
Plant Burger Lab,plant-burger-lab,,missing,,https://deliveroo.fr/fr/search?query=Plant+Burger+Lab,broken,https://deliveroo.fr/fr/search?query=Plant+Burger+Lab,Deliveroo: HTTP 404
Plantes & Compagnie,plantes-et-compagnie,,missing,,https://deliveroo.fr/fr/search?query=Plantes+et+Compagnie,broken,https://deliveroo.fr/fr/search?query=Plantes+et+Compagnie,Deliveroo: HTTP 404
PNY Bastille,pny-bastille,,missing,,https://deliveroo.fr/fr/search?query=PNY+Bastille,broken,https://deliveroo.fr/fr/search?query=PNY+Bastille,Deliveroo: HTTP 404
PNY Le Marais,pny-le-marais,,missing,,https://deliveroo.fr/fr/search?query=PNY+Le+Marais,broken,https://deliveroo.fr/fr/search?query=PNY+Le+Marais,Deliveroo: HTTP 404
PNY République,pny-republique,,missing,,https://deliveroo.fr/fr/search?query=PNY+Republique,broken,https://deliveroo.fr/fr/search?query=PNY+Republique,Deliveroo: HTTP 404
PNY Saint-Germain,pny-saint-germain,,missing,,https://deliveroo.fr/fr/search?query=PNY+Saint-Germain,broken,https://deliveroo.fr/fr/search?query=PNY+Saint-Germain,Deliveroo: HTTP 404
Pokawa,pokawa-061c8bb9,https://ubereats.com,placeholder,https://ubereats.com,https://deliveroo.fr,placeholder,https://deliveroo.fr,Uber: root_homepage_only | Deliveroo: root_homepage_only
Pokawa,pokawa-8ebc55a8,https://ubereats.com,placeholder,https://ubereats.com,https://deliveroo.fr,placeholder,https://deliveroo.fr,Uber: root_homepage_only | Deliveroo: root_homepage_only
Pokawa,pokawa-9e349171,https://ubereats.com,placeholder,https://ubereats.com,https://deliveroo.fr,placeholder,https://deliveroo.fr,Uber: root_homepage_only | Deliveroo: root_homepage_only
Pokawa,pokawa-b55de952,https://ubereats.com,placeholder,https://ubereats.com,https://deliveroo.fr,placeholder,https://deliveroo.fr,Uber: root_homepage_only | Deliveroo: root_homepage_only
Pokawa,pokawa-08d92ab1,https://ubereats.com,placeholder,https://ubereats.com,https://deliveroo.fr,placeholder,https://deliveroo.fr,Uber: root_homepage_only | Deliveroo: root_homepage_only
Pokawa Bastille,pokawa-bastille,,missing,,https://deliveroo.fr/fr/search?query=Pokawa+Bastille,broken,https://deliveroo.fr/fr/search?query=Pokawa+Bastille,Deliveroo: HTTP 404
Pokawa Beaubourg,pokawa-beaubourg,,missing,,https://deliveroo.fr/fr/search?query=Pokawa+Beaubourg,broken,https://deliveroo.fr/fr/search?query=Pokawa+Beaubourg,Deliveroo: HTTP 404
Pokawa Belleville,pokawa-belleville,,missing,,https://deliveroo.fr/fr/search?query=Pokawa+Belleville,broken,https://deliveroo.fr/fr/search?query=Pokawa+Belleville,Deliveroo: HTTP 404
Pokawa Buttes-Chaumont,pokawa-buttes-chaumont,,missing,,https://deliveroo.fr/fr/search?query=Pokawa+Buttes-Chaumont,broken,https://deliveroo.fr/fr/search?query=Pokawa+Buttes-Chaumont,Deliveroo: HTTP 404
Pokawa Cardinet,pokawa-cardinet,,missing,,https://deliveroo.fr/fr/search?query=Pokawa+Cardinet,broken,https://deliveroo.fr/fr/search?query=Pokawa+Cardinet,Deliveroo: HTTP 404
Pokawa Châtelet,pokawa-chatelet,,missing,,https://deliveroo.fr/fr/search?query=Pokawa+Chatelet,broken,https://deliveroo.fr/fr/search?query=Pokawa+Chatelet,Deliveroo: HTTP 404
Pokawa Madeleine,pokawa-madeleine,,missing,,https://deliveroo.fr/fr/search?query=Pokawa+Madeleine,broken,https://deliveroo.fr/fr/search?query=Pokawa+Madeleine,Deliveroo: HTTP 404
Pokawa Marais,pokawa-marais,,missing,,https://deliveroo.fr/fr/search?query=Pokawa+Marais,broken,https://deliveroo.fr/fr/search?query=Pokawa+Marais,Deliveroo: HTTP 404
Pokawa Montparnasse,pokawa-montparnasse,,missing,,https://deliveroo.fr/fr/search?query=Pokawa+Montparnasse,broken,https://deliveroo.fr/fr/search?query=Pokawa+Montparnasse,Deliveroo: HTTP 404
Pokawa Opéra,pokawa-opera,,missing,,https://deliveroo.fr/fr/search?query=Pokawa+Opera,broken,https://deliveroo.fr/fr/search?query=Pokawa+Opera,Deliveroo: HTTP 404
Pokawa Passy,pokawa-passy,,missing,,https://deliveroo.fr/fr/search?query=Pokawa+Passy,broken,https://deliveroo.fr/fr/search?query=Pokawa+Passy,Deliveroo: HTTP 404
Pokawa Pigalle,pokawa-pigalle,,missing,,https://deliveroo.fr/fr/search?query=Pokawa+Pigalle,broken,https://deliveroo.fr/fr/search?query=Pokawa+Pigalle,Deliveroo: HTTP 404
Pokawa Place d'Italie,pokawa-place-italie,,missing,,https://deliveroo.fr/fr/search?query=Pokawa+Place+Italie,broken,https://deliveroo.fr/fr/search?query=Pokawa+Place+Italie,Deliveroo: HTTP 404
Pokawa République,pokawa-republique,,missing,,https://deliveroo.fr/fr/search?query=Pokawa+Republique,broken,https://deliveroo.fr/fr/search?query=Pokawa+Republique,Deliveroo: HTTP 404
Pokawa Saint-Lazare,pokawa-saint-lazare,,missing,,https://deliveroo.fr/fr/search?query=Pokawa+Saint-Lazare,broken,https://deliveroo.fr/fr/search?query=Pokawa+Saint-Lazare,Deliveroo: HTTP 404
Pokawa Strasbourg-Saint-Denis,pokawa-strasbourg-saint-denis,,missing,,https://deliveroo.fr/fr/search?query=Pokawa+Strasbourg-Saint-Denis,broken,https://deliveroo.fr/fr/search?query=Pokawa+Strasbourg-Saint-Denis,Deliveroo: HTTP 404
Pokawa Ternes,pokawa-ternes,,missing,,https://deliveroo.fr/fr/search?query=Pokawa+Ternes,broken,https://deliveroo.fr/fr/search?query=Pokawa+Ternes,Deliveroo: HTTP 404
Pokawa Tour Eiffel,pokawa-tour-eiffel,,missing,,https://deliveroo.fr/fr/search?query=Pokawa+Tour+Eiffel,broken,https://deliveroo.fr/fr/search?query=Pokawa+Tour+Eiffel,Deliveroo: HTTP 404
Pokawa Trocadéro,pokawa-trocadero,,missing,,https://deliveroo.fr/fr/search?query=Pokawa+Trocadero,broken,https://deliveroo.fr/fr/search?query=Pokawa+Trocadero,Deliveroo: HTTP 404
Pokawa Voltaire,pokawa-voltaire,,missing,,https://deliveroo.fr/fr/search?query=Pokawa+Voltaire,broken,https://deliveroo.fr/fr/search?query=Pokawa+Voltaire,Deliveroo: HTTP 404
Poke Bar Châtelet,poke-bar-chatelet,,missing,,https://deliveroo.fr/fr/search?query=Poke+Bar+Chatelet,broken,https://deliveroo.fr/fr/search?query=Poke+Bar+Chatelet,Deliveroo: HTTP 404
Poke House Saint-Germain,poke-house-saint-germain,,missing,,https://deliveroo.fr/fr/search?query=Poke+House+Saint-Germain,broken,https://deliveroo.fr/fr/search?query=Poke+House+Saint-Germain,Deliveroo: HTTP 404
Pokeworks Marais,pokeworks-marais,,missing,,https://deliveroo.fr/fr/search?query=Pokeworks+Marais,broken,https://deliveroo.fr/fr/search?query=Pokeworks+Marais,Deliveroo: HTTP 404
Pousse Pousse,pousse-pousse,,missing,,https://deliveroo.fr/fr/search?query=Pousse+Pousse,broken,https://deliveroo.fr/fr/search?query=Pousse+Pousse,Deliveroo: HTTP 404
Power Lunch Paris,power-lunch-paris,,missing,,https://deliveroo.fr/fr/search?query=Power+Lunch+Paris,broken,https://deliveroo.fr/fr/search?query=Power+Lunch+Paris,Deliveroo: HTTP 404
Powerfood Bastille,powerfood-bastille,,missing,,https://deliveroo.fr/fr/search?query=Powerfood+Bastille,broken,https://deliveroo.fr/fr/search?query=Powerfood+Bastille,Deliveroo: HTTP 404
Powerfood Marais,powerfood-marais,,missing,,https://deliveroo.fr/fr/search?query=Powerfood+Marais,broken,https://deliveroo.fr/fr/search?query=Powerfood+Marais,Deliveroo: HTTP 404
Press Paris,press-paris,,missing,,https://deliveroo.fr/fr/search?query=Press+Paris,broken,https://deliveroo.fr/fr/search?query=Press+Paris,Deliveroo: HTTP 404
Pret A Manger Bastille,pret-a-manger-bastille,,missing,,https://deliveroo.fr/fr/search?query=Pret+A+Manger+Bastille,broken,https://deliveroo.fr/fr/search?query=Pret+A+Manger+Bastille,Deliveroo: HTTP 404
Pret A Manger Bourse,pret-a-manger-bourse,,missing,,https://deliveroo.fr/fr/search?query=Pret+A+Manger+Bourse,broken,https://deliveroo.fr/fr/search?query=Pret+A+Manger+Bourse,Deliveroo: HTTP 404
Pret A Manger Châtelet,pret-a-manger-chatelet,,missing,,https://deliveroo.fr/fr/search?query=Pret+A+Manger+Chatelet,broken,https://deliveroo.fr/fr/search?query=Pret+A+Manger+Chatelet,Deliveroo: HTTP 404
